Data Source,Component,Source,Relationship,Target,OSSEM Id,EventID,Event Name,Event Platform,Log Source,Filter in Log,Audit Category,Audit Sub-Category,Enable Commands,GPO Audit Policy
Sensor Health,host status,sensor health,changed,,REL-2022-0061,4,Sysmon service state changed.,windows,sysmon,,ServiceStateChange,,<ServiceStateChange onmatch='exclude' />,
Sensor Health,host status,sensor health,changed,,REL-2022-0061,1100,The event logging service has shut down.,windows,Microsoft-Windows-Eventlog,,,,,
Sensor Health,host status,sensor health,changed,,REL-2022-0061,1101,Audit events have been dropped by the transport.,windows,Microsoft-Windows-Eventlog,,,,,
Sensor Health,host status,sensor health,changed,,REL-2022-0061,1102,The audit log was cleared.,windows,Microsoft-Windows-Eventlog,,,,,
Sensor Health,host status,sensor health,changed,,REL-2022-0061,1104,The security Log is now full.,windows,Microsoft-Windows-Eventlog,,,,,
Sensor Health,host status,sensor health,changed,,REL-2022-0061,6005,The Event log service was started.,windows,Eventlog / System,,,,,
Sensor Health,host status,sensor health,changed,,REL-2022-0061,6006,The Event log service was stopped.,windows,Eventlog / System,,,,,
Sensor Health,host status,sensor health,changed,,REL-2022-0061,4616,The system time was changed.,windows,Microsoft-Windows-Security-Auditing,,System,Security State Change,auditpol /set /subcategory:Security State Change /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> System -> Audit Security State Change
Active Directory,active directory object deletion,user,deleted,ad object,REL-2022-0063,5141,A directory service object was deleted.,windows,Microsoft-Windows-Security-Auditing,,DS Access,Directory Service Changes,auditpol /set /subcategory:Directory Service Changes /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> DS Access -> Audit Directory Service Changes
Drive,drive modification,user,disabled,drive,REL-2022-0064,6420,A device was disabled.,windows,Microsoft-Windows-Security-Auditing,,Detailed Tracking,PNP Activity,auditpol /set /subcategory:PNP Activity /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Detailed Tracking -> Audit PNP Activity
Script,script execution,process,executed,Script,REL-2022-0066,4103,Module logging.,windows,,,Executing Pipeline,,,
Script,script execution,process,executed,Script,REL-2022-0066,4104,Script Block Logging.,windows,,,Execute a Remote Command,,,
Script,script execution,process,executed,Script,REL-2022-0066,DeviceEvents,DeviceEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'ScriptContent'}],,,,
Script,script execution,process,executed,Script,REL-2022-0066,DeviceEvents,DeviceEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'PowerShellCommand'}],,,,
Script,script execution,process,executed,Script,REL-2022-0066,DeviceEvents,DeviceEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'AmsiScriptDetection'}],,,,
Drive,drive modification,user,attempted to enable,drive,REL-2022-0067,6421,A request was made to enable a device.,windows,Microsoft-Windows-Security-Auditing,,Detailed Tracking,PNP Activity,auditpol /set /subcategory:PNP Activity /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Detailed Tracking -> Audit PNP Activity
Network Traffic,network connection creation,process,listened on,port,REL-2022-0068,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Filtering Platform Connection,auditpol /set /subcategory:Filtering Platform Connection /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Filtering Platform Connection
Network Traffic,network connection creation,process,listened on,port,REL-2022-0068,DeviceNetworkEvents,DeviceNetworkEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'ListeningConnectionCreated'}],,,,
Drive,drive creation,user,attempted to install,drive,REL-2022-0069,6423,The installation of this device is forbidden by system policy.,windows,Microsoft-Windows-Security-Auditing,,Detailed Tracking,PNP Activity,auditpol /set /subcategory:PNP Activity /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Detailed Tracking -> Audit PNP Activity
Windows Registry,windows registry key access,process,requested access to,windows registry key,REL-2022-0070,4656,A handle to an object was requested.,windows,Microsoft-Windows-Security-Auditing,[{'ObjectType': 'Key'}],Object Access,Registry,auditpol /set /subcategory:Registry /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Registry
Windows Registry,windows registry key modification,process,modified,windows registry key value,REL-2022-0071,13,RegistryEvent (Value Set).,windows,sysmon,,RegistryEvent,,<RegistryEvent onmatch='exclude' />,
Windows Registry,windows registry key modification,process,modified,windows registry key value,REL-2022-0071,14,RegistryEvent (Key and Value Rename).,windows,sysmon,,RegistryEvent,,<RegistryEvent onmatch='exclude' />,
Windows Registry,windows registry key modification,process,modified,windows registry key value,REL-2022-0071,4657,A registry value was modified.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Registry,auditpol /set /subcategory:Registry /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Registry
Windows Registry,windows registry key modification,process,modified,windows registry key value,REL-2022-0071,DeviceRegistryEvents,DeviceRegistryEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'RegistryValueSet'}],,,,
Firewall,firewall rule modification,firewall rule,removed,,REL-2022-0072,4948,A change has been made to Windows Firewall exception list. A rule was deleted.,windows,Microsoft-Windows-Security-Auditing,,Policy Change,MPSSVC Rule-Level Policy Change,auditpol /set /subcategory:MPSSVC Rule-Level Policy Change /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Policy Change -> Audit MPSSVC Rule-Level Policy Change
Process,process metadata,process,searched,ldap,REL-2022-0073,30,EventID(30),windows,Microsoft-Windows-LDAP-Client/Debug,,,,,
Process,process metadata,process,searched,ldap,REL-2022-0073,DeviceEvents,DeviceEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'LdapSearch'}],,,,
Network Traffic,network connection creation,host,blocked connection from,process,REL-2022-0074,5157,The Windows Filtering Platform has blocked a connection.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Filtering Platform Connection,auditpol /set /subcategory:Filtering Platform Connection /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Filtering Platform Connection
File,file access,user,accessed,file,REL-2022-0075,4663,An attempt was made to access an object.,windows,Microsoft-Windows-Security-Auditing,[{'ObjectType': 'File'}],Object Access,File System,auditpol /set /subcategory:File System /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit File System
Network Share,network share modification,user,modified,network share,REL-2022-0076,5143,A network share object was modified.,windows,Microsoft-Windows-Security-Auditing,,Object Access,File Share,auditpol /set /subcategory:File Share /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit File Share
Windows Registry,windows registry key access,user,accessed,windows registry key,REL-2022-0077,4663,An attempt was made to access an object.,windows,Microsoft-Windows-Security-Auditing,[{'ObjectType': 'Key'}],Object Access,Registry,auditpol /set /subcategory:Registry /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Registry
Network Share,network share access,user,attempted to access,network share,REL-2022-0078,5140,A network share object was accessed.,windows,Microsoft-Windows-Security-Auditing,,Object Access,File Share,auditpol /set /subcategory:File Share /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit File Share
Network Share,network share access,user,attempted to access,network share,REL-2022-0078,5145,A network share object was checked to see whether client can be granted desired access.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Detailed File Share,auditpol /set /subcategory:Detailed File Share /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Detailed File Share
Network Share,network share access,user,attempted to access,network share,REL-2022-0078,DeviceLogonEvents,DeviceLogonEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'LogonSuccess'}],,,,
Network Traffic,network connection creation,process,attempted connection from,ip,REL-2022-0079,5157,The Windows Filtering Platform has blocked a connection.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Filtering Platform Connection,auditpol /set /subcategory:Filtering Platform Connection /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Filtering Platform Connection
Network Traffic,network connection creation,process,attempted connection from,ip,REL-2022-0079,DeviceNetworkEvents,DeviceNetworkEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'ConnectionRequest'}],,,,
WMI,wmi creation,user,created,wmi object,REL-2022-0080,19,WmiEvent (WmiEventFilter activity detected).,windows,sysmon,,WmiEvent,,<WmiEvent onmatch='exclude' />,
WMI,wmi creation,user,created,wmi object,REL-2022-0080,20,WmiEvent (WmiEventConsumer activity detected).,windows,sysmon,,WmiEvent,,<WmiEvent onmatch='exclude' />,
WMI,wmi creation,user,created,wmi object,REL-2022-0080,21,WmiEvent (WmiEventConsumerToFilter activity detected).,windows,sysmon,,WmiEvent,,<WmiEvent onmatch='exclude' />,
WMI,wmi creation,user,created,wmi object,REL-2022-0080,DeviceEvents,DeviceEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'WmiBindEventFilterToConsumer'}],,,,
WMI,wmi creation,user,created,wmi object,REL-2022-0080,5860,WMI temporary event created.,windows,,,,,,
WMI,wmi creation,user,created,wmi object,REL-2022-0080,5861,WMI permanent event created.,windows,,,,,,
WMI,wmi creation,user,created,wmi object,REL-2022-0080,5857,WMIProv provider started.,windows,,,,,,
WMI,wmi creation,user,created,wmi object,REL-2022-0080,5858,WMI Query Error.,windows,,,,,,
WMI,wmi creation,user,created,wmi object,REL-2022-0080,5859,WMI Event.,windows,,,,,,
Firewall,firewall rule modification,firewall rule,added,,REL-2022-0081,4946,A change has been made to Windows Firewall exception list. A rule was added.,windows,Microsoft-Windows-Security-Auditing,,Policy Change,MPSSVC Rule-Level Policy Change,auditpol /set /subcategory:MPSSVC Rule-Level Policy Change /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Policy Change -> Audit MPSSVC Rule-Level Policy Change
WMI,wmi deletion,user,deleted,wmi object,REL-2022-0082,19,WmiEvent (WmiEventFilter activity detected).,windows,sysmon,,WmiEvent,,<WmiEvent onmatch='exclude' />,
WMI,wmi deletion,user,deleted,wmi object,REL-2022-0082,20,WmiEvent (WmiEventConsumer activity detected).,windows,sysmon,,WmiEvent,,<WmiEvent onmatch='exclude' />,
WMI,wmi deletion,user,deleted,wmi object,REL-2022-0082,21,WmiEvent (WmiEventConsumerToFilter activity detected).,windows,sysmon,,WmiEvent,,<WmiEvent onmatch='exclude' />,
User Account,user account modification,user,removed access from,user,REL-2022-0083,4718,System security access was removed from an account.,windows,Microsoft-Windows-Security-Auditing,,Policy Change,Authentication Policy Change,auditpol /set /subcategory:Authentication Policy Change /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Policy Change -> Audit Authentication Policy Change
Network Traffic,network connection creation,host,blocked port bind on,process,REL-2022-0084,5159,The Windows Filtering Platform has blocked a bind to a local port.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Filtering Platform Connection,auditpol /set /subcategory:Filtering Platform Connection /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Filtering Platform Connection
Active Directory,active directory object access,user,accessed,ad object,REL-2022-0085,4662,An operation was performed on an object.,windows,Microsoft-Windows-Security-Auditing,,DS Access,Directory Service Access,auditpol /set /subcategory:Directory Service Access /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> DS Access -> Audit Directory Service Access
Active Directory,active directory object access,user,accessed,ad object,REL-2022-0085,4932,Synchronization of a replica of an Active Directory naming context has begun.,windows,Microsoft-Windows-Security-Auditing,,DS Access,Directory Service Replication,auditpol /set /subcategory:Directory Service Replication /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> DS Access -> Audit Directory Service Replication
User Account,user account authentication,application,attempted to authenticate,user,REL-2022-0086,cloudtrail,cloudtrail,aws,cloudtrail,"[{'eventName': 'ConsoleLogin'}, {'eventType': 'AwsConsoleSignin'}]",,,,
Network Traffic,network connection creation,host,permitted listener on,ip,REL-2022-0090,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Filtering Platform Connection,auditpol /set /subcategory:Filtering Platform Connection /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Filtering Platform Connection
Network Traffic,network connection creation,process,attempted to listen on,port,REL-2022-0091,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Filtering Platform Connection,auditpol /set /subcategory:Filtering Platform Connection /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Filtering Platform Connection
File,file access,user,requested access to,file,REL-2022-0092,4656,A handle to an object was requested.,windows,Microsoft-Windows-Security-Auditing,[{'ObjectType': 'File'}],Object Access,File System,auditpol /set /subcategory:File System /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit File System
File,file access,user,requested access to,file,REL-2022-0092,4661,A handle to an object was requested.,windows,Microsoft-Windows-Security-Auditing,[{'ObjectType': 'SAM'}],Object Access,SAM,auditpol /set /subcategory:SAM /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit SAM
Named Pipe,named pipe metadata,process,created,pipe,REL-2022-0093,17,PipeEvent (Pipe Created).,windows,sysmon,,PipeEvent,,<PipeEvent onmatch='exclude' />,
Named Pipe,named pipe metadata,process,created,pipe,REL-2022-0093,4656,A handle to an object was requested.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Detailed File Share,auditpol /set /subcategory:Detailed File Share /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Detailed File Share
Service,service metadata,service,stopped,,REL-2022-0094,4,Sysmon service state changed.,windows,sysmon,,ServiceStateChange,,<ServiceStateChange onmatch='exclude' />,
Service,service metadata,service,stopped,,REL-2022-0094,6006,The Event log service was stopped.,windows,Eventlog / System,,,,,
Service,service creation,user,created,service,REL-2022-0097,4697,A service was installed in the system.,windows,Microsoft-Windows-Security-Auditing,,System,Security System Extension,auditpol /set /subcategory:Security System Extension /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> System -> Audit Security System Extension
Service,service creation,user,created,service,REL-2022-0097,7045,A new service was installed in the system.,windows,Service Control Manager / System,,,,,
Service,service creation,user,created,service,REL-2022-0097,DeviceEvents,DeviceEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'ServiceInstalled'}],,,,
Named Pipe,named pipe metadata,user,connected to,pipe,REL-2022-0098,18,PipeEvent (Pipe Connected).,windows,sysmon,,PipeEvent,,<PipeEvent onmatch='exclude' />,
Active Directory,active directory credential request,user,requested,ad credential,REL-2022-0100,4768,A Kerberos authentication ticket (TGT) was requested.,windows,Microsoft-Windows-Security-Auditing,,Account Logon,Kerberos Authentication Service,auditpol /set /subcategory:Kerberos Authentication Service /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Account Logon -> Audit Kerberos Authentication Service
Active Directory,active directory credential request,user,requested,ad credential,REL-2022-0100,4769,A Kerberos service ticket was requested.,windows,Microsoft-Windows-Security-Auditing,,Account Logon,Kerberos Service Ticket Operations,auditpol /set /subcategory:Kerberos Service Ticket Operations /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Account Logon -> Audit Kerberos Service Ticket Operations
Windows Registry,windows registry key deletion,process,deleted,windows registry key value,REL-2022-0102,12,RegistryEvent (Object create and delete).,windows,sysmon,,RegistryEvent,,<RegistryEvent onmatch='exclude' />,
Windows Registry,windows registry key deletion,process,deleted,windows registry key value,REL-2022-0102,DeviceRegistryEvents,DeviceRegistryEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'RegistryValueDeleted'}],,,,
Windows Registry,windows registry key deletion,process,deleted,windows registry key value,REL-2022-0102,4657,A registry value was modified.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Registry,auditpol /set /subcategory:Registry /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Registry
Network Traffic,network connection creation,process,bound to,port,REL-2022-0103,5158,The Windows Filtering Platform has permitted a bind to a local port.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Filtering Platform Connection,auditpol /set /subcategory:Filtering Platform Connection /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Filtering Platform Connection
Network Traffic,network connection creation,process,bound to,port,REL-2022-0103,DeviceNetworkEvents,DeviceNetworkEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'ListeningConnectionCreated'}],,,,
Network Traffic,network connection creation,user,connected to,host,REL-2022-0104,3,Network connection.,windows,sysmon,,NetworkConnect,,<NetworkConnect onmatch='exclude' />,
Network Traffic,network connection creation,user,connected to,host,REL-2022-0104,3,Network connection.,linux,sysmon,,NetworkConnect,,,
Network Traffic,network connection creation,user,connected to,host,REL-2022-0104,DeviceNetworkEvents,DeviceNetworkEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'ConnectionSuccess'}],,,,
Windows Registry,windows registry key creation,user,created,windows registry key value,REL-2022-0105,12,RegistryEvent (Object create and delete).,windows,sysmon,,RegistryEvent,,<RegistryEvent onmatch='exclude' />,
Windows Registry,windows registry key creation,user,created,windows registry key value,REL-2022-0105,DeviceRegistryEvents,DeviceRegistryEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'RegistryValueSet'}],,,,
Windows Registry,windows registry key creation,user,created,windows registry key value,REL-2022-0105,4657,A registry value was modified.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Registry,auditpol /set /subcategory:Registry /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Registry
User Account,user account authentication,user,attempted to authenticate to,application,REL-2022-0106,cloudtrail,cloudtrail,aws,cloudtrail,"[{'eventName': 'ConsoleLogin'}, {'eventType': 'AwsConsoleSignin'}]",,,,
Instance,instance creation,user,created,instance,REL-2022-0107,cloudtrail,cloudtrail,aws,cloudtrail,"[{'eventName': 'RunInstances'}, {'eventType': 'AwsApiCall'}]",,,,
Network Traffic,network connection creation,user,connected from,port,REL-2022-0108,3,Network connection.,windows,sysmon,,NetworkConnect,,<NetworkConnect onmatch='exclude' />,
Network Traffic,network connection creation,user,connected from,port,REL-2022-0108,3,Network connection.,linux,sysmon,,NetworkConnect,,,
Network Traffic,network connection creation,user,connected from,port,REL-2022-0108,DeviceNetworkEvents,DeviceNetworkEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'InboundConnectionAccepted'}],,,,
User Account,user account modification,user,disabled,user,REL-2022-0109,4725,A user account was disabled.,windows,Microsoft-Windows-Security-Auditing,,Account Management,User Account Management,auditpol /set /subcategory:User Account Management /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Account Management -> Audit User Account Management
User Account,user account modification,user,disabled,user,REL-2022-0109,DeviceEvents,DeviceEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'UserAccountModified'}],,,,
Service,service access,user,requested access to,service,REL-2022-0110,4656,A handle to an object was requested.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Other Object Access Events,auditpol /set /subcategory:Other Object Access Events /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Other Object Access Events
Process,process access,process,requested access to,process,REL-2022-0111,4656,A handle to an object was requested.,windows,Microsoft-Windows-Security-Auditing,[{'ObjectType': 'Process'}],Object Access,Kernel Object,auditpol /set /subcategory:Kernel Object /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Kernel Object
Process,process access,process,requested access to,process,REL-2022-0111,10,Process Access.,windows,sysmon,,ProcessAccess,,<ProcessAccess onmatch='exclude' />,
Process,process access,process,requested access to,process,REL-2022-0111,DeviceEvents,DeviceEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'OpenProcessApiCall'}],,,,
Network Traffic,network connection creation,process,attempted connection from,port,REL-2022-0112,5157,The Windows Filtering Platform has blocked a connection.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Filtering Platform Connection,auditpol /set /subcategory:Filtering Platform Connection /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Filtering Platform Connection
Network Traffic,network connection creation,process,attempted connection from,port,REL-2022-0112,DeviceNetworkEvents,DeviceNetworkEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'ConnectionRequest'}],,,,
Network Traffic,network connection creation,process,connected to,port,REL-2022-0113,5156,The Windows Filtering Platform has permitted a connection.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Filtering Platform Connection,auditpol /set /subcategory:Filtering Platform Connection /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Filtering Platform Connection
Network Traffic,network connection creation,process,connected to,port,REL-2022-0113,3,Network connection.,windows,sysmon,,NetworkConnect,,<NetworkConnect onmatch='exclude' />,
Network Traffic,network connection creation,process,connected to,port,REL-2022-0113,3,Network connection.,linux,sysmon,,NetworkConnect,,,
Network Traffic,network connection creation,process,connected to,port,REL-2022-0113,DeviceNetworkEvents,DeviceNetworkEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'ConnectionSuccess'}],,,,
Drive,drive creation,user,installed,drive,REL-2022-0114,6416,A new external device was recognized by the system.,windows,Microsoft-Windows-Security-Auditing,,Detailed Tracking,PNP Activity,auditpol /set /subcategory:PNP Activity /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Detailed Tracking -> Audit PNP Activity
Drive,drive creation,user,installed,drive,REL-2022-0114,6424,"The installation of this device was allowed, after having previously been forbidden by policy.",windows,Microsoft-Windows-Security-Auditing,,Detailed Tracking,PNP Activity,auditpol /set /subcategory:PNP Activity /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Detailed Tracking -> Audit PNP Activity
Network Traffic,network connection creation,host,permitted listener on,port,REL-2022-0115,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Filtering Platform Connection,auditpol /set /subcategory:Filtering Platform Connection /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Filtering Platform Connection
Instance,instance modification,user,modified,instance,REL-2022-0117,cloudtrail,cloudtrail,aws,cloudtrail,"[{'eventName': 'ModifyInstanceAttribute'}, {'eventType': 'AwsApiCall'}]",,,,
Firewall,firewall rule modification,user,removed,firewall rule,REL-2022-0118,2006,A rule has been deleted in the Windows Defender Firewall exception list,windows,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,,,,,
Firewall,firewall rule modification,user,removed,firewall rule,REL-2022-0118,cloudtrail,cloudtrail,aws,cloudtrail,"[{'eventName': 'DeleteRuleGroup'}, {'eventType': 'AwsApiCall'}]",,,,
Firewall,firewall rule modification,user,removed,firewall rule,REL-2022-0118,2033,All rules have been deleted from the Windows Firewall configuration on this computer.,windows,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,,,,,
Scheduled Job,scheduled job modification,user,modified,schedule job,REL-2022-0119,4702,A scheduled task was updated.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Other Object Access Events,auditpol /set /subcategory:Other Object Access Events /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Other Object Access Events
Scheduled Job,scheduled job modification,user,modified,schedule job,REL-2022-0119,DeviceEvents,DeviceEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'ScheduledTaskUpdated'}],,,,
Windows Registry,windows registry key modification,user,modified,windows registry key,REL-2022-0120,4670,Permissions on an object were changed.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Registry,auditpol /set /subcategory:Registry /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Registry
Windows Registry,windows registry key modification,user,modified,windows registry key,REL-2022-0120,DeviceRegistryEvents,DeviceRegistryEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'RegistryKeySet'}],,,,
Process,process access,process,accessed,process,REL-2022-0121,10,ProcessAccess,windows,sysmon,,ProcessAccess,,<ProcessAccess onmatch='exclude' />,
Process,process access,process,accessed,process,REL-2022-0121,4663,An attempt was made to access an object.,windows,Microsoft-Windows-Security-Auditing,[{'ObjectType': 'Process'}],Object Access,Kernel Object,auditpol /set /subcategory:Kernel Object /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Kernel Object
Process,process access,process,accessed,process,REL-2022-0121,DeviceEvents,DeviceEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'OpenProcessApiCall'}],,,,
User Account,user account authentication,user,attempted to authenticate from,device,REL-2022-0122,4776,The domain controller or local computer attempted to validate the credentials for an account.,windows,Microsoft-Windows-Security-Auditing,,Account Logon,Credential Validation,auditpol /set /subcategory:Credential Validation /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Account Logon -> Audit Credential Validation
Windows Registry,windows registry key deletion,user,deleted,windows registry key,REL-2022-0123,12,RegistryEvent (Object create and delete).,windows,sysmon,,RegistryEvent,,<RegistryEvent onmatch='exclude' />,
Windows Registry,windows registry key deletion,user,deleted,windows registry key,REL-2022-0123,4660,An object was deleted.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Registry,auditpol /set /subcategory:Registry /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Registry
